name,year,kilometers_Driven,fuel_Type,transmission,owner_Type,mileage,selling_price,price
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,40000,Diesel,Automatic,First,17.11 kmpl,22.5,2250000
Toyota Innova 2.0 E,2006,150000,Petrol,Manual,First,12.4 kmpl,4.5,450000
Chevrolet Aveo U-VA 1.2 LS,2007,140000,Petrol,Manual,First,15.26 kmpl,0.9,90000
Hyundai Getz GLS,2006,63181,Petrol,Manual,First,15.3 kmpl,1.85,185000
Honda Amaze S i-Dtech,2013,39575,Diesel,Manual,First,25.8 kmpl,3.25,325000
Maruti Swift VDI BSIV W ABS,2010,63600,Diesel,Manual,Second,17.8 kmpl,3.1,310000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,70374,Diesel,Manual,First,22.7 kmpl,7.34,734000
Volkswagen CrossPolo 1.5 TDI,2015,26256,Diesel,Manual,First,20.14 kmpl,4.25,425000
Hyundai Elite i20 Petrol Sportz,2016,13460,Petrol,Manual,First,18.6 kmpl,6.45,645000
Toyota Innova 2.5 V Diesel 8-seater,2011,122000,Diesel,Manual,Second,12.8 kmpl,10.75,1075000
Mercedes-Benz M-Class ML 250 CDI,2015,58589,Diesel,Automatic,First,15.26 kmpl,27.75,2775000
Maruti Wagon R LX BSIII,2005,115000,Petrol,Manual,Second,17.3 kmpl,0.99,99000
Ford Endeavour 2.2 Trend AT 4X2,2016,75000,Diesel,Automatic,First,12.62 kmpl,24,2400000
Hyundai Elite i20 Petrol Sportz,2016,30292,Petrol,Manual,First,18.6 kmpl,6.1,610000
Honda WRV i-VTEC VX,2017,32248,Petrol,Manual,First,17.5 kmpl,8.25,825000
Volkswagen Polo Petrol Highline 1.2L,2013,74000,Petrol,Manual,First,16.47 kmpl,4.65,465000
Honda CR-V 2.0L 2WD MT,2014,56100,Petrol,Manual,First,13.7 kmpl,9.75,975000
Hyundai Grand i10 1.2 Kappa Asta,2014,61325,Petrol,Manual,First,18.9 kmpl,4.4,440000
Maruti Swift Dzire VXI,2014,33000,Petrol,Manual,First,19.1 kmpl,3.99,399000
BMW 5 Series 2003-2012 530d,2016,18090,Diesel,Automatic,First,16.2 kmpl,45.73,4573000
Ford Ecosport 1.5 DV5 MT Ambiente,2014,71390,Diesel,Manual,First,22.7 kmpl,5.27,527000
Maruti Wagon R LXI CNG,2014,41000,CNG,Manual,First,26.2 km/kg,3.5,350000
Honda City i DTec V,2016,67000,Diesel,Manual,First,26.0 kmpl,7.25,725000
Tata Indigo LS,2008,99000,Diesel,Manual,Second,17.0 kmpl,1.6,160000
Renault Duster 110PS Diesel RxL,2014,142000,Diesel,Manual,Second,19.01 kmpl,6,600000
Hyundai i10 Sportz,2010,26966,Petrol,Manual,First,20.36 kmpl,3,300000
Honda Jazz 1.2 SV i VTEC,2015,27628,Petrol,Manual,First,18.7 kmpl,4.95,495000
Maruti SX4 S Cross DDiS 200 Zeta,2016,82497,Diesel,Manual,First,23.65 kmpl,8.99,899000
Honda Accord VTi-L MT,2007,86000,Petrol,Manual,Third,11.9 kmpl,1.85,185000
Volkswagen Polo Petrol Comfortline 1.2L,2016,26981,Petrol,Manual,First,16.47 kmpl,6.16,616000
Maruti Ritz VDi,2010,110471,Diesel,Manual,First,21.1 kmpl,3.5,350000
Honda Amaze S Petrol,2014,69000,Petrol,Manual,First,19.5 kmpl,4.5,450000
Hyundai i20 1.2 Asta Option,2017,12000,Petrol,Manual,First,18.6 kmpl,7.75,775000
Renault Duster 85PS Diesel RxL,2014,77500,Diesel,Manual,First,20.45 kmpl,6.6,660000
Hyundai Grand i10 Magna,2014,48031,Petrol,Manual,First,18.9 kmpl,4.98,498000
BMW 3 Series 320d Highline,2008,170000,Diesel,Automatic,Third,16.07 kmpl,9.75,975000
Ford Ecosport 1.5 DV5 MT Trend,2014,69565,Diesel,Manual,First,22.7 kmpl,5.55,555000
Volkswagen Vento 1.5 TDI Highline AT,2016,45492,Diesel,Automatic,First,21.5 kmpl,10.3,1030000
Honda Accord 2.4 AT,2011,85000,Petrol,Automatic,Second,11.7 kmpl,7.5,750000
Chevrolet Aveo 1.4,2008,55902,Petrol,Manual,First,14.49 kmpl,1.8,180000
Volkswagen Polo 1.2 MPI Highline Plus,2017,18500,Petrol,Manual,First,16.2 kmpl,6.25,625000
Mahindra Xylo D4 BS III,2015,129750,Diesel,Manual,Second,14.95 kmpl,6.8,680000
Hyundai i10 Magna AT,2009,50902,Petrol,Automatic,First,19.2 kmpl,3,300000
Mahindra XUV500 W8 4WD,2015,84725,Diesel,Manual,First,15.1 kmpl,11.6,1160000
Hyundai Elantra CRDi SX,2013,40000,Diesel,Manual,Second,22.7 kmpl,6.95,695000
Volkswagen Passat 1.8 TSI MT,2010,60000,Petrol,Manual,Third,14.3 kmpl,3.5,350000
Hyundai Grand i10 1.2 Kappa Sportz,2014,33496,Petrol,Manual,First,18.9 kmpl,5.5,550000
Hyundai i20 Asta Option 1.2,2015,25000,Petrol,Manual,First,18.6 kmpl,5.65,565000
Chevrolet Enjoy TCDi LS 8 Seater,2013,71000,Diesel,Manual,First,18.2 kmpl,3.25,325000
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,2015,20826,Petrol,Automatic,First,14.3 kmpl,7.72,772000
Hyundai Creta 1.6 CRDi SX,2016,42244,Diesel,Manual,First,19.67 kmpl,12,1200000
Chevrolet Beat Diesel PS,2013,98598,Diesel,Manual,First,25.44 kmpl,1.55,155000
Toyota Fortuner 3.0 Diesel,2011,62100,Diesel,Manual,First,11.5 kmpl,10.75,1075000
Hyundai i20 Sportz Option 1.2,2016,44238,Petrol,Manual,First,18.6 kmpl,6.72,672000
Audi Q7 3.0 TDI quattro,2012,91743,Diesel,Automatic,First,12.07 kmpl,28.55,2855000
Porsche Panamera Diesel,2013,19828,Diesel,Automatic,Second,17.85 kmpl,75,7500000
Honda City i VTEC VX,2016,36891,Petrol,Manual,First,17.8 kmpl,10.49,1049000
Mahindra Quanto C4,2012,90049,Diesel,Manual,First,17.21 kmpl,3.8,380000
Audi A4 2.0 TDI Multitronic,2012,74002,Diesel,Automatic,First,16.55 kmpl,18.5,1850000
Hyundai Sonata Transform 2.4 GDi AT,2013,41000,Petrol,Automatic,First,12.37 kmpl,6,600000
Hyundai Verna 1.6 SX,2012,83678,Diesel,Manual,First,22.32 kmpl,5.5,550000
Maruti Wagon R LXI BS IV,2010,91000,Petrol,Manual,First,18.9 kmpl,2.3,230000
Maruti Ertiga SHVS ZDI Plus,2016,50000,Diesel,Manual,First,24.52 kmpl,8.7,870000
Hyundai Xcent 1.1 CRDi S Option,2015,58000,Diesel,Manual,First,24.4 kmpl,4.95,495000
Maruti Swift VDI,2012,80000,Diesel,Manual,First,22.9 kmpl,4.25,425000
Mahindra XUV500 W6 2WD,2017,41290,Diesel,Manual,Second,16.0 kmpl,10.94,1094000
BMW 5 Series 520d Luxury Line,2013,65000,Diesel,Automatic,First,22.48 kmpl,21.26,2126000
Toyota Corolla Altis 1.8 G,2016,16471,Petrol,Manual,Second,14.28 kmpl,11.5,1150000
Hyundai i20 Asta 1.4 CRDi,2015,54339,Diesel,Manual,Second,22.54 kmpl,6,600000
Mahindra KUV 100 mFALCON G80 K2,2016,24025,Petrol,Manual,First,18.15 kmpl,4.1,410000
Maruti Alto 800 2016-2019 LXI,2013,24027,Petrol,Manual,First,24.7 kmpl,2.01,201000
Fiat Punto EVO 1.2 Emotion,2010,59270,Petrol,Manual,First,15.7 kmpl,2.6,260000
Maruti Wagon R VXI BS IV,2012,40000,Petrol,Manual,First,18.9 kmpl,2.35,235000
Mitsubishi Pajero 4X4 LHD,2012,155566,Diesel,Manual,Second,9.5 kmpl,9.15,915000
Honda Brio EX MT,2013,42320,Petrol,Manual,First,19.4 kmpl,2.9,290000
Hyundai i20 Asta Option 1.4 CRDi,2017,24153,Diesel,Manual,Second,22.54 kmpl,9.18,918000
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,27000,Petrol,Automatic,First,13.0 kmpl,11.45,1145000
Maruti Alto Green LXi (CNG),2012,92000,CNG,Manual,Second,26.83 km/kg,2.1,210000
Honda Amaze S i-VTEC,2017,61795,Petrol,Manual,First,17.8 kmpl,5.53,553000
Mahindra KUV 100 mFALCON G80 K6 Plus,2016,13500,Petrol,Manual,First,18.15 kmpl,3.75,375000
Honda City i-VTEC CVT VX,2018,4500,Petrol,Automatic,First,18.0 kmpl,12.5,1250000
Mahindra XUV500 AT W10 FWD,2017,23000,Diesel,Automatic,First,16.0 kmpl,15.5,1550000
Hyundai Santro GLS I - Euro I,2011,65400,Petrol,Manual,First,0.0 kmpl,2.1,210000
Mercedes-Benz New C-Class 220 CDI AT,2013,80578,Diesel,Automatic,Second,14.84 kmpl,14.5,1450000
Renault Duster 110PS Diesel RxZ AMT,2017,42646,Diesel,Automatic,First,19.6 kmpl,12.46,1246000
Volkswagen Polo 1.2 MPI Comfortline,2014,30000,Petrol,Manual,Second,16.47 kmpl,5.25,525000
BMW 5 Series 520d Sedan,2012,90000,Diesel,Automatic,First,18.48 kmpl,14.5,1450000
Mercedes-Benz S Class 2005 2013 S 350 CDI,2009,98000,Diesel,Automatic,Second,13.5 kmpl,25,2500000
Hyundai Santro GLS II - Euro II,2012,66400,Petrol,Manual,First,0.0 kmpl,2.66,266000
Jaguar XJ 3.0L Premium Luxury,2012,50000,Diesel,Automatic,First,12.9 kmpl,45,4500000
Maruti Swift VDI,2015,63310,Diesel,Manual,First,28.4 kmpl,5.1,510000
Honda Amaze S i-Dtech,2014,66000,Diesel,Manual,First,25.8 kmpl,3.5,350000
BMW 3 Series 320d Highline,2011,74000,Diesel,Automatic,Second,16.07 kmpl,12.5,1250000
Hyundai Verna 1.4 EX,2012,93000,Diesel,Manual,First,23.5 kmpl,5.55,555000
Toyota Fortuner 4x2 4 Speed AT,2015,70000,Diesel,Automatic,First,11.5 kmpl,19.48,1948000
Maruti Swift VXI,2012,48772,Petrol,Manual,First,18.6 kmpl,3.91,391000
Chevrolet Beat LS,2010,66000,Petrol,Manual,First,18.6 kmpl,2.19,219000
Hyundai Grand i10 Asta Option AT,2017,27417,Petrol,Automatic,First,18.9 kmpl,6.89,689000
Ford Figo Petrol ZXI,2011,51593,Petrol,Manual,Second,15.6 kmpl,3.47,347000
Nissan Teana 230jM,2008,86340,Petrol,Automatic,Second,9.1 kmpl,3.25,325000
Maruti Swift VXI BSIII,2010,75000,Petrol,Manual,First,16.1 kmpl,2.85,285000
Audi A4 35 TDI Premium,2016,39237,Diesel,Automatic,First,17.11 kmpl,25.64,2564000
Honda City V MT,2018,11966,Petrol,Manual,First,16.8 kmpl,10.28,1028000
Honda Jazz V,2015,37000,Petrol,Manual,First,18.2 kmpl,6.3,630000
Volkswagen Polo 1.5 TDI Highline,2014,70920,Diesel,Manual,First,20.14 kmpl,4.75,475000
Nissan Terrano XL D Option,2013,65280,Diesel,Manual,First,19.87 kmpl,5.8,580000
Land Rover Discovery Sport SD4 HSE Luxury 7S,2016,62000,Diesel,Automatic,First,12.51 kmpl,44.5,4450000
Hyundai i20 Magna Optional 1.2,2014,44525,Petrol,Manual,First,18.5 kmpl,4.65,465000
Honda City 1.5 E MT,2009,86863,Petrol,Manual,First,17.0 kmpl,3.6,360000
Mahindra XUV500 W10 AWD,2015,102626,Diesel,Manual,First,16.0 kmpl,12.25,1225000
Jeep Compass 2.0 Limited Option 4X4,2017,45000,Diesel,Manual,First,16.3 kmpl,20,2000000
Mahindra XUV500 W10 AWD,2017,22000,Diesel,Manual,First,16.0 kmpl,16,1600000
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,108905,Diesel,Automatic,Second,11.79 kmpl,6.21,621000
Datsun GO Plus T,2016,12800,Petrol,Manual,First,19.44 kmpl,3.25,325000
Mahindra Scorpio S6 Plus 7 Seater,2016,32000,Diesel,Manual,First,15.4 kmpl,9.75,975000
Honda Amaze S AT i-Vtech,2014,39000,Petrol,Automatic,First,15.5 kmpl,4.45,445000
Honda City i-DTEC ZX,2017,42000,Diesel,Manual,First,25.6 kmpl,12,1200000
Tata Indigo GLE,2008,73000,Petrol,Manual,First,14.4 kmpl,0.8,80000
Hyundai Grand i10 1.2 CRDi Sportz,2018,48000,Diesel,Manual,First,24.0 kmpl,5.95,595000
Maruti Alto 800 2016-2019 CNG LXI,2015,18000,CNG,Manual,First,33.44 km/kg,3,300000
Hyundai Verna 1.4 CX VTVT,2014,19000,Petrol,Manual,First,17.43 kmpl,5.25,525000
Toyota Innova Crysta 2.4 VX MT,2019,33598,Diesel,Manual,First,13.68 kmpl,22.2,2220000
BMW X1 sDrive20d,2012,63000,Diesel,Automatic,First,17.05 kmpl,13.5,1350000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,48000,Diesel,Automatic,First,16.96 kmpl,13.5,1350000
Ford Figo Diesel ZXI,2014,66000,Diesel,Manual,First,20.0 kmpl,3.47,347000
Mahindra Ssangyong Rexton RX7,2013,80000,Diesel,Automatic,Second,11.18 kmpl,9.5,950000
Volkswagen Vento Petrol Highline,2011,37000,Petrol,Manual,First,15.04 kmpl,4.8,480000
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2016,35058,Petrol,Manual,First,15.0 kmpl,6.54,654000
Volkswagen Polo Petrol Comfortline 1.2L,2012,52000,Petrol,Manual,First,16.47 kmpl,3.1,310000
Maruti S Cross DDiS 200 Delta,2015,61313,Diesel,Manual,First,23.65 kmpl,7.99,799000
Toyota Corolla Altis G,2009,45000,Petrol,Manual,Second,14.53 kmpl,3.3,330000
Maruti Ertiga ZDI,2015,74000,Diesel,Manual,First,20.77 kmpl,8.75,875000
Hyundai i10 Asta Sunroof AT,2013,89000,Petrol,Automatic,First,19.2 kmpl,4.19,419000
Mercedes-Benz CLA 200 CDI Sport,2019,13414,Diesel,Automatic,First,17.9 kmpl,30.77,3077000
Honda City ZX VTEC,2006,95000,Petrol,Manual,Second,16.9 kmpl,2.11,211000
Mahindra KUV 100 G80 K8,2018,15900,Petrol,Manual,First,18.15 kmpl,6.25,625000
Toyota Fortuner 3.0 Diesel,2011,151000,Diesel,Manual,First,11.5 kmpl,11.4,1140000
Honda City 1.5 V MT,2011,65000,Petrol,Manual,First,17.0 kmpl,5.2,520000
Audi A6 35 TDI Matrix,2017,36824,Diesel,Automatic,First,18.53 kmpl,39.84,3984000
Ford Figo Diesel ZXI,2013,65287,Diesel,Manual,First,20.0 kmpl,4.45,445000
Mercedes-Benz GLA Class 200 CDI,2014,52000,Diesel,Automatic,First,17.9 kmpl,19.5,1950000
Chevrolet Aveo U-VA 1.2 LS,2007,33000,Petrol,Manual,First,15.26 kmpl,1.75,175000
Ford Figo 2015-2019 1.5D Titanium MT,2016,71000,Diesel,Manual,First,25.83 kmpl,5.1,510000
Hyundai Elantra CRDi SX AT,2013,71000,Diesel,Automatic,First,22.7 kmpl,6.8,680000
Maruti Baleno Zeta CVT,2016,20000,Petrol,Automatic,First,21.4 kmpl,5.74,574000
Maruti Swift LXi BSIV,2010,71000,Petrol,Manual,First,16.1 kmpl,3.3,330000
Mercedes-Benz CLS-Class 2006-2010 350 CDI,2010,29000,Diesel,Automatic,First,9.9 kmpl,32,3200000
BMW 3 Series Luxury Line,2016,27000,Diesel,Automatic,First,21.76 kmpl,35,3500000
Maruti Dzire AMT ZDI Plus,2017,19000,Diesel,Automatic,First,28.4 kmpl,8.9,890000
Hyundai Verna 1.6 SX VTVT,2011,58000,Petrol,Manual,Second,17.01 kmpl,4,400000
Jeep Compass 2.0 Longitude,2018,42203,Diesel,Manual,First,17.1 kmpl,19.46,1946000
Hyundai Sonata Embera 2.0L CRDi AT,2009,94000,Diesel,Automatic,First,11.4 kmpl,5.25,525000
Maruti Eeco 5 STR With AC Plus HTR CNG,2013,52000,CNG,Manual,Second,15.1 km/kg,2.6,260000
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,4900,Diesel,Manual,First,21.5 kmpl,9.22,922000
Hyundai EON Era Plus,2013,70000,Petrol,Manual,First,21.1 kmpl,1.8,180000
Tata Indica DLS,2005,100000,Diesel,Manual,Second,13.5 kmpl,1.3,130000
BMW 5 Series 2013-2017 530d M Sport,2015,65266,Diesel,Automatic,First,14.69 kmpl,31.75,3175000
Maruti Ertiga VDI,2014,54569,Diesel,Manual,First,20.77 kmpl,5.99,599000
Honda Amaze E i-Vtech,2015,51361,Petrol,Manual,First,18.0 kmpl,4.94,494000
Ford Fiesta 1.4 Duratec ZXI,2007,125000,Petrol,Manual,Third,16.6 kmpl,1.5,150000
Honda Civic 2006-2010 1.8 V MT,2008,66000,Petrol,Manual,Third,13.5 kmpl,3.25,325000
Maruti Wagon R LX DUO BSIII,2007,65047,LPG,Manual,First,17.3 km/kg,1.95,195000
Maruti Ertiga ZDI,2014,22281,Diesel,Manual,First,20.77 kmpl,6.5,650000
Hyundai Grand i10 CRDi Sportz,2013,63210,Diesel,Manual,First,24.0 kmpl,3.71,371000
Hyundai Xcent 1.2 VTVT E Plus,2018,31000,Petrol,Manual,First,20.14 kmpl,5,500000
Hyundai i10 Era,2008,60000,Petrol,Manual,First,19.81 kmpl,1.99,199000
Honda Amaze S i-Vtech,2017,32006,Petrol,Manual,First,18.0 kmpl,4.25,425000
Audi A6 2.7 TDI,2009,78000,Diesel,Automatic,First,12.4 kmpl,8,800000
Hyundai i10 Magna 1.2 iTech SE,2011,9489,Petrol,Manual,First,20.36 kmpl,2.95,295000
Renault KWID RXT Optional,2018,5000,Petrol,Manual,First,25.17 kmpl,3.5,350000
Audi A4 New 2.0 TDI Multitronic,2012,60000,Diesel,Automatic,Second,15.2 kmpl,16,1600000
Maruti Alto 800 LXI Airbag,2015,50000,Petrol,Manual,First,22.74 kmpl,2.75,275000
Honda City i VTEC VX Option,2015,53000,Petrol,Manual,First,17.8 kmpl,6.95,695000
Mercedes-Benz New C-Class C250 Avantgarde,2011,64000,Petrol,Automatic,Second,11.74 kmpl,12.5,1250000
Audi Q5 3.0 TDI Quattro Technology,2017,43827,Diesel,Automatic,First,13.22 kmpl,36.83,3683000
Volkswagen Polo 1.2 MPI Comfortline,2011,36431,Petrol,Manual,First,16.2 kmpl,2.7,270000
Hyundai Creta 1.4 E Plus Diesel,2017,35000,Diesel,Manual,First,21.38 kmpl,9.9,990000
Honda City 1.5 V MT,2011,94832,Petrol,Manual,First,17.0 kmpl,3.83,383000
Honda City 1.5 S MT,2012,88381,Petrol,Manual,First,17.0 kmpl,5.25,525000
Maruti S Cross DDiS 320 Alpha,2016,45194,Diesel,Manual,First,22.7 kmpl,7.75,775000
Maruti SX4 Vxi BSIV,2010,66000,Petrol,Manual,Second,16.51 kmpl,2.46,246000
Maruti Swift Dzire VDI,2014,38578,Diesel,Manual,First,23.4 kmpl,3.96,396000
Maruti Ertiga ZDI,2015,40000,Diesel,Manual,First,20.77 kmpl,8.25,825000
Hyundai i20 1.2 Spotz,2018,20632,Petrol,Manual,First,18.6 kmpl,7.58,758000
Hyundai Grand i10 CRDi Magna,2014,73042,Diesel,Manual,First,24.0 kmpl,3.99,399000
Honda City i VTEC SV,2014,54257,Petrol,Manual,First,17.4 kmpl,6.25,625000
Skoda Rapid 1.6 TDI Elegance,2013,93000,Diesel,Manual,First,20.5 kmpl,5,500000
Mercedes-Benz E-Class E270 CDI,2005,102000,Diesel,Automatic,Second,11.0 kmpl,4.65,465000
Hyundai Santa Fe 4WD AT,2016,28881,Diesel,Automatic,First,13.01 kmpl,21.37,2137000
Maruti Alto LXi,2007,52195,Petrol,Manual,First,19.7 kmpl,1.75,175000
ISUZU D-MAX V-Cross 4X4,2018,20422,Diesel,Manual,First,12.4 kmpl,16.09,1609000
Hyundai Verna 1.4 CRDi GL,2012,38000,Diesel,Manual,First,24.8 kmpl,4.1,410000
Ford Figo Diesel ZXI,2015,92885,Diesel,Manual,First,20.0 kmpl,3.56,356000
Honda City 1.5 S MT,2010,43000,Petrol,Manual,Second,17.0 kmpl,4.21,421000
Maruti Swift VDI BSIV W ABS,2016,70478,Diesel,Manual,First,17.8 kmpl,6.86,686000
Hyundai Verna 1.6 CRDi S,2015,57000,Diesel,Manual,First,23.9 kmpl,6.6,660000
Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32434,Petrol,Automatic,First,13.0 kmpl,14.35,1435000
Ford Ecosport 1.5 DV5 MT Titanium,2017,32000,Diesel,Manual,First,22.7 kmpl,9.5,950000
BMW X6 xDrive30d,2011,59000,Diesel,Automatic,First,11.2 kmpl,21.9,2190000
BMW 5 Series 2013-2017 520d Luxury Line,2016,76467,Diesel,Automatic,First,18.12 kmpl,30.45,3045000
Ford Figo Aspire 1.5 TDCi Ambiente,2016,100000,Diesel,Manual,First,25.83 kmpl,5.1,510000
Hyundai Verna VTVT 1.6 AT EX,2013,37086,Petrol,Automatic,First,17.0 kmpl,5.44,544000
Ford Ikon 1.4 TDCi DuraTorq,2010,135000,Diesel,Manual,First,13.8 kmpl,1.6,160000
Audi A6 2011-2015 2.0 TDI,2014,54862,Diesel,Automatic,First,17.68 kmpl,16.67,1667000
Honda CR-V Sport,2010,67758,Petrol,Manual,First,10.8 kmpl,9.5,950000
Hyundai i20 2015-2017 Sportz AT 1.4,2012,56200,Petrol,Automatic,First,15.0 kmpl,3.85,385000
Toyota Fortuner 2.8 4WD MT,2011,169006,Diesel,Manual,First,14.24 kmpl,10.64,1064000
Renault KWID RXT,2016,20229,Petrol,Manual,First,25.17 kmpl,3.5,350000
Chevrolet Spark 1.0 LT,2008,62000,Petrol,Manual,Third,18.0 kmpl,1.1,110000
Hyundai Verna Transform VTVT,2011,51500,Petrol,Manual,Second,16.2 kmpl,2.6,260000
BMW 3 Series 320d Sport Line,2012,69000,Diesel,Automatic,First,18.88 kmpl,18.5,1850000
Hyundai Santro Xing XP,2004,167000,Petrol,Manual,First,0.0 kmpl,1.35,135000
Maruti Swift Dzire VDI,2015,62476,Diesel,Manual,First,26.59 kmpl,7.95,795000
Hyundai Xcent 1.2 CRDi E Plus,2017,60500,Diesel,Manual,First,25.4 kmpl,5.49,549000
Honda Jazz V CVT,2017,17978,Petrol,Automatic,First,19.0 kmpl,6.95,695000
Tata Indigo LS,2008,300000,Diesel,Manual,First,17.0 kmpl,1,100000
Ford Fiesta Classic 1.4 Duratorq CLXI,2013,123000,Diesel,Manual,Second,17.8 kmpl,4.45,445000
Maruti S-Cross Alpha DDiS 200 SH,2016,45296,Diesel,Manual,First,25.1 kmpl,6.99,699000
Maruti SX4 Zxi with Leather BSIII,2008,77325,Petrol,Manual,First,15.6 kmpl,3.51,351000
Maruti Baleno Zeta Automatic,2018,25858,Petrol,Automatic,First,21.4 kmpl,7.54,754000
Maruti Ritz LDi,2016,120000,Diesel,Manual,First,23.2 kmpl,3.65,365000
Hyundai Elantra CRDi SX AT,2016,22000,Diesel,Automatic,First,19.5 kmpl,16,1600000
Chevrolet Spark 1.0 LT,2012,11000,Petrol,Manual,First,16.2 kmpl,1.4,140000
Hyundai i20 1.2 Spotz,2017,3900,Petrol,Manual,First,18.6 kmpl,6.45,645000
Hyundai Xcent 1.1 CRDi Base,2016,106092,Diesel,Manual,First,24.4 kmpl,4.4,440000
Honda Jazz 1.2 V CVT i VTEC,2015,27000,Petrol,Automatic,First,19.0 kmpl,5.95,595000
Honda Brio S MT,2013,11000,Petrol,Manual,First,19.4 kmpl,3.9,390000
Mercedes-Benz E-Class E250 CDI Avantgrade,2016,39753,Diesel,Automatic,First,13.0 kmpl,35.28,3528000
Tata Hexa XT,2017,39800,Diesel,Manual,First,17.6 kmpl,14.25,1425000
Hyundai Xcent 1.1 CRDi Base,2017,73000,Diesel,Manual,First,24.4 kmpl,4.5,450000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,55000,Diesel,Manual,First,22.7 kmpl,7.5,750000
Tata Nano XTA,2017,18351,Petrol,Automatic,First,21.9 kmpl,3.41,341000
Honda Brio VX,2013,45000,Petrol,Manual,Second,19.4 kmpl,3.25,325000
Maruti Ertiga SHVS ZDI Plus,2016,112200,Diesel,Manual,First,24.52 kmpl,8.3,830000
Hyundai i10 Sportz 1.2,2010,29000,Petrol,Manual,First,20.36 kmpl,3.45,345000
Hyundai Santro Xing XO,2007,57309,Petrol,Manual,First,17.0 kmpl,2.1,210000
Mahindra XUV500 W10 2WD,2015,53392,Diesel,Manual,First,16.0 kmpl,11.95,1195000
Volkswagen Vento Diesel Highline,2010,71000,Diesel,Manual,First,20.54 kmpl,4.25,425000
Tata Safari Storme 2012-2015 VX,2014,93000,Diesel,Manual,First,14.0 kmpl,8.25,825000
Honda Accord 2.4 Elegance M/T,2010,119000,Petrol,Manual,First,10.2 kmpl,5.95,595000
Maruti Eeco 7 Seater Standard,2016,42225,Petrol,Manual,First,15.1 kmpl,4.3,430000
Maruti Swift VDI,2012,65000,Diesel,Manual,First,22.9 kmpl,3.9,390000
Maruti Baleno Zeta Automatic,2016,27809,Petrol,Automatic,First,21.4 kmpl,6.41,641000
Mahindra XUV500 W8 2WD,2015,65100,Diesel,Manual,First,15.1 kmpl,8.36,836000
Hyundai Xcent 1.2 Kappa S,2014,51000,Petrol,Manual,First,19.1 kmpl,3.85,385000
Mercedes-Benz New C-Class C 220 CDI Style,2017,10000,Diesel,Automatic,First,19.27 kmpl,36,3600000
Skoda Superb 1.8 TSI MT,2011,54895,Petrol,Manual,First,13.14 kmpl,7.5,750000
Volkswagen CrossPolo 1.5 TDI,2015,80768,Diesel,Manual,First,20.14 kmpl,5.7,570000
Maruti Ignis 1.2 Delta,2019,12076,Petrol,Manual,First,20.89 kmpl,5.5,550000
Maruti Swift VDI BSIV,2016,49000,Diesel,Manual,First,25.2 kmpl,5.9,590000
Honda City i VTEC VX Option,2015,42366,Petrol,Manual,First,17.8 kmpl,7.75,775000
BMW 5 Series 530d Highline Sedan,2010,68000,Diesel,Automatic,First,11.5 kmpl,18,1800000
Skoda Laura Ambiente,2008,122397,Diesel,Manual,First,17.5 kmpl,4.4,440000
Volkswagen Polo GT TSI,2017,50534,Petrol,Automatic,First,17.21 kmpl,8.27,827000
Renault Duster 85PS Diesel RxL,2014,55300,Diesel,Manual,First,19.87 kmpl,4.75,475000
Honda City 1.5 S AT,2008,73095,Petrol,Automatic,First,16.8 kmpl,3.8,380000
Volkswagen Vento Diesel Highline,2011,51100,Diesel,Manual,First,20.54 kmpl,3.4,340000
Hyundai Grand i10 Sportz,2016,13436,Petrol,Manual,Second,18.9 kmpl,4.7,470000
Ford Fiesta 1.4 ZXi Duratec,2008,76000,Petrol,Manual,Second,16.6 kmpl,1.49,149000
Hyundai Xcent 1.1 CRDi S,2016,63141,Diesel,Manual,Second,24.4 kmpl,4.5,450000
Honda Amaze VX i-DTEC,2014,74885,Diesel,Manual,First,25.8 kmpl,5.4,540000
Honda City i VTEC CVT VX,2016,14000,Petrol,Automatic,First,18.0 kmpl,11.5,1150000
Renault Fluence 1.5,2012,56000,Diesel,Manual,Second,20.4 kmpl,3.5,350000
BMW 5 Series 520d Luxury Line,2010,46000,Diesel,Automatic,First,22.48 kmpl,16.5,1650000
Maruti SX4 ZXI MT BSIV,2012,51800,Petrol,Manual,First,15.5 kmpl,3.9,390000
Honda City ZX CVT,2007,81000,Petrol,Automatic,First,16.4 kmpl,3.25,325000
Volkswagen Ameo 1.2 MPI Comfortline,2018,17370,Petrol,Manual,First,17.0 kmpl,5.84,584000
Volkswagen Ameo 1.2 MPI Comfortline,2016,18456,Petrol,Manual,First,17.0 kmpl,5.75,575000
Audi A4 2.0 TDI Multitronic,2010,59000,Diesel,Automatic,First,16.55 kmpl,10,1000000
Maruti Wagon R VXI,2006,141537,Petrol,Manual,Second,18.9 kmpl,1.05,105000
